_c0,Crisis_Yes_No,Category,Summary,Why_A_Crisis,Locations,Number of People Affected
22513,Yes,Statelessness,"Shamima Begum, a 15 year old British citizen, travelled to Syria to join the so-called Islamic State in 2015. Her British citizenship was revoked by the Home Office shortly after she was found in a Syrian refugee camp in 2019. She has been challenging the Home Office in court and her lawyers argued that the Home Office had a duty to investigate whether she was a victim of trafficking before stripping her of her British citizenship. The tribunal heard that she was “recruited, transported, transferred, harboured and received in Syria for the purposes of ‘sexual exploitation’ and ‘marriage’ to an adult male”.","The decision to remove her British citizenship made Ms Begum “de facto stateless”, where she had no practical right to citizenship in Bangladesh, with Bangladeshi authorities stating that she was not a citizen of Bangladesh.","Syria, Bangladesh",1
10529,No,,,,,
8133,No,,,,,
12238,No,,,,,
20736,Yes,Legal Injustice,"This article discusses how in recent years, many rappers have been questioned in U.S. courtrooms over their lyrics, which prosecutors say are actual evidence of their crimes. It gives examples of cases such as McKinley Phipps Jr., Tommy Munsdwell Canady, and Young Thug's lyrics being used in court. Researchers have tracked more than 500 reported cases of prosecutors using rap lyrics as evidence in the last 30 years.","This is a humanitarian crisis because it is an example of legal injustice, as the lyrics are being used as evidence in court despite the lack of physical evidence and the differences between the song and the crime.",U.S.,500+
25677,No,,,,,
30610,Yes,Economic Inequality,"Nigerians are awaiting the ruling of an original suit filed by three governors challenging the February 10 deadline set by the Central Bank of Nigeria (CBN) to end the legal tender status of the N200, N500 and N1,000 old notes. Other states have joined in the suit as co-plaintiffs while Bayelsa and Edo States were joined as co-respondents on behalf of the Federal Government. Despite a directive by President Muhammadu Buhari in a speech last Thursday that the old N200 notes would be reissued to run alongside the newly designed notes, the tension has refused to die down.",The ruling of the suit and the deadline set by the Central Bank of Nigeria has caused hardship and untold suffering for Nigerians in accessing their funds due to the scarcity of naira notes.,Nigeria,Nigerians
24857,No,,,,,
4444,No,,,,,
27405,No,,,,,
28169,No,,,,,
1424,No,,,,,
21475,No,,,,,
30787,Yes,Forced Disappearance,"The Sindh High Court has ordered the Home department, the provincial police chief, and others to submit reports on petitions seeking recovery of missing persons. The court has requested complete data from detention centres and travel histories of the missing persons. The court has also directed the federal secretaries of Interior and Defence to assist in the recovery of the missing persons.",Enforced disappearance of citizens is a serious issue and violates human rights.,Sindh,Unknown
9649,No,,,,,
2965,No,,,,,
9571,Yes,Train Accident,The 2021 Amtrak derailment in Montana was caused by a bent track that got worse as freight trains traveled over the area before the crash. Three passengers died and two were seriously injured.,"The crash caused fatalities and serious injuries, leading to a humanitarian crisis.",Montana,5
24093,Yes,Environmental Disaster,"A train derailment in East Palestine, Ohio caused a days-long inferno, black smoke, and the intentional release of vinyl chloride. Norfolk Southern CEO Alan Shaw has promised to pay for the cleanup and has already paid out $6.5 million to citizens living near the site. Pennsylvania Gov. Josh Shapiro has made a criminal referral to investigate the railroad's handling of the derailment.","The derailment caused a days-long inferno, black smoke, and the intentional release of vinyl chloride, which is hazardous to the environment and people's health.","East Palestine, Ohio, Pennsylvania",Citizens living near the site
31825,Yes,Child Abuse,"Hamish Dawson, who worked at the Edinburgh Academy in the 1970s, was accused of multiple instances of both emotional and physical abuse on young boys. Jenny Pearson, 64, met with the broadcaster in the latest episode of his podcast Different, where he first shared his experiences at the Edinburgh Academy. Ms Pearson and her family moved into the Edinburgh Academy boarding houses when she was seven, though her father was “absent” due to always being “with the boys”, leaving her with her narcissistic mother.","This article is a humanitarian crisis because it involves the physical and emotional abuse of young boys, which is a violation of their human rights.",Edinburgh Academy,Multiple
5144,No,,,,,
7127,Yes,Food Insecurity,"Maritimers are struggling with rising food prices at the grocery store. Juanita McKenzie and her husband, who live on fixed incomes, are having to scrimp and save wherever they can. Loaves & Fishes in Sydney, N.S. has seen an increase in people coming to the community kitchen due to the rising costs. Grocery store prices have risen by 11.4% compared to the same time a year ago.",People are struggling to afford food due to rising prices and fixed incomes.,"Sydney, N.S.",200
20245,Yes,Food Inflation,"The Reserve Bank of India will increase its main interest rate by 25 basis points to 6.75% in April and then pause until the end of 2023. Economists lifted their forecast for the terminal rate from 6.50% expected in a January poll. Since last May, India's central bank has raised rates by 250 basis points. Inflation in Asia's third-largest economy was above the central bank's upper tolerance limit of 6.00% for the first 10 months of 2022, followed by two months of decline on softening food prices.","The high inflation rate and softening food prices are causing a crisis in India, as it is making it difficult for people to afford basic necessities.",India,Unknown
16339,No,,,,,
7029,No,,,,,
25890,No,,,,,
1646,No,,,,,
26971,No,,,,,
28621,No,,,,,
1340,No,,,,,
21683,Yes,Educational Disruption,"The Educational Institute of Scotland (EIS) is escalating industrial action in a long-running dispute over pay, with three days of action planned this week and further action planned for next month. The union has targeted areas covered by five politicians, causing parents to voice concerns over the inequitable and unfair treatment of pupils in the affected areas.",The strike action is causing disruption to education and is affecting the education of children in the affected areas.,Scotland,Unknown
30595,No,,,,,
12495,No,,,,,
9487,Yes,Political Unrest,Beijing adopted a national security law in Hong Kong in response to 2019 social disorder.,"The law has been met with widespread criticism and protests, leading to a humanitarian crisis.",Hong Kong,Unknown
8429,No,,,,,
5138,No,,,,,
21484,No,,,,,
17101,No,,,,,
5737,No,,,,,
23793,No,,,,,
5767,Yes,Organ Donation,"The Northern Ireland (Executive Formation) Bill is expected to move through all stages in the House of Commons later. It will further delay the requirement for the formation of an executive at Stormont until January 18 next year and delay an Assembly election to April 11 at the latest. The Bill will also allow regulations to be made regarding the rules for “Daithi’s Law”. Last week a bid to restore the Assembly to pass the law failed when the DUP once again exercised its veto to prevent the election of a speaker, meaning no further business could be conducted.","The political impasse at Stormont has caused a delay in the passing of the opt-out donation system, which is named after six-year-old Belfast boy Daithi MacGabhann, who is waiting for a heart transplant.",Northern Ireland,1
